20 30 2 0.1 0.3 -1
-0.4178005064151891 0 0.4931969618585672 0 0.4931969618585672 0 -0.5821994937013781 0 
-0.1444003546559126 0 0.1704589032581316 0 0.1704589032581316 0 -0.2012199890752898 0 
-0.04990770043655482 0 0.05891406447195564 0 0.05891406447195563 0 -0.06954572192720668 0 
-0.01724911712787086 0 0.02036189872375664 0 0.02036189872375664 0 -0.02403641670245641 0 
-0.005961646988155072 0 0.007037485412868771 0 0.00703748541286877 0 -0.008307475459111325 0 
-0.002060469055475884 0 0.002432295943682253 0 0.002432295943682253 0 -0.002871234370036634 0 
-0.000712145543590561 0 0.0008406462825960575 0 0.0008406462825960575 0 -0.0009923609711225802 0 
-0.0002461438211396652 0 0.0002905344322425552 0 0.0002905344322425553 0 -0.0003429886318871836 0 
-8.509767701232413e-05 0 0.0001003931228826442 0 0.0001003931228826443 0 -0.0001185620513065389 0 
-2.946585685167779e-05 0 3.465184859050443e-05 0 3.465184859050443e-05 0 -4.101647304851259e-05 0 
-1.030053544469343e-05 0 1.187766311254405e-05 0 1.187766311254405e-05 0 -1.425975648220811e-05 0 
-3.809862852779012e-06 0 3.893559608099424e-06 0 3.893559608099424e-06 0 -5.10771605547882e-06 0 
-1.852173509642451e-06 0 8.921352956898976e-07 0 8.921352956898977e-07 0 -2.149551941539084e-06 0 
-1.787765199523526e-06 0 -6.638367940077542e-07 0 -6.638367940077542e-07 0 -1.566486268187608e-06 0 
-3.077740638415924e-06 0 -2.313243285282462e-06 0 -2.313243285282462e-06 0 -2.30665954332177e-06 0 
-6.336288734895332e-06 0 -5.266031457487421e-06 0 -5.266031457487421e-06 0 -4.58094491573286e-06 0 
-1.349139078456282e-05 0 -1.139380398270173e-05 0 -1.139380398270173e-05 0 -9.693456123662246e-06 0 
-2.888691601012636e-05 0 -2.445875134567471e-05 0 -2.445875134567471e-05 0 -2.073399889490146e-05 0 
-6.19067553734925e-05 0 -5.243869439255022e-05 0 -5.243869439255021e-05 0 -4.442719057597578e-05 0 
-0.0001326900098258695 0 -0.0001124038517907488 0 -0.0001124038517907488 0 -9.522205922895322e-05 0 
-0.0002844124615604611 0 -0.0002409329993498936 0 -0.0002409329993498936 0 -0.0002041014617771633 0 
-0.0006096220437209933 0 -0.0005164271737170931 0 -0.0005164271737170931 0 -0.0004374796524819623 0 
-0.001306691209471064 0 -0.001106933459835427 0 -0.001106933459835427 0 -0.0009377133895259215 0 
-0.002800820775438097 0 -0.002372651127890932 0 -0.002372651127890932 0 -0.002009937066141121 0 
-0.00600340545949497 0 -0.005085647380134378 0 -0.005085647380134377 0 -0.004308189666116844 0 
-0.01286796981782136 0 -0.01090080580270048 0 -0.01090080580270047 0 -0.009234367883587872 0 
-0.02758178644071135 0 -0.02336527843906838 0 -0.02336527843906838 0 -0.01979336029435522 0 
-0.05912004411590265 0 -0.05008219083668608 0 -0.05008219083668609 0 -0.04242598050367397 0 
-0.1267205669878174 0 -0.1073484249505353 0 -0.1073484249505353 0 -0.09093775867097234 0 
-0.2716185743410537 0 -0.2300954520322529 0 -0.2300954520322529 0 -0.1949200903303027 0 
-0.582199493584811 0 -0.4931969618585672 0 -0.4931969618585673 0 -0.4178005062986221 0 
